"title","imdbid","rating","year","id"
"Bells of St Mary&#39;s, The","0037536",3,1945,10666
"Notorious","0038787",2,1946,622
"Harvey Girls, The","0038589",3,1946,786
"Big Sleep, The","0038355",1,1946,971
"Postman Always Rings Twice, The","0038854",1,1946,1424
"Stairway to Heaven","0038733",0,1946,1231
"Beauty and the Beast","0038348",3,1946,1268
"Deception","0038461",0,1946,1377
"Devotion","0038474",3,1946,1381
"Two Sisters from Boston","0039054",3,1946,1680
"It&#39;s a Wonderful Life","0038650",3,1946,2235
"Jolson Story, The","0038661",1,1946,2654
"Gilda","0038559",0,1946,2809
"Strange Woman, The","0038990",3,1946,3145
"My Darling Clementine","0038762",1,1946,3783
"Best Years of Our Lives, The","0036868",2,1946,3982
"Dressed to Kill","0038494",3,1946,4002
"Duel in the sun","0038499",2,1946,4900
"Chase, The","0038409",1,1946,5497
"Song of the South","0038969",2,1946,5646
"Terror by Night","0039017",1,1946,5872
"Dark Corner, The","0038453",1,1946,5961
"Stranger, The","0038991",3,1946,7671
"Make Mine Music","0038718",1,1946,8052
"Years Between, The","0039112",3,1946,8354
"Great Expectations","0038574",2,1946,9182
"She-Wolf of London","0038934",3,1946,10597
"Black Narcissus","0039192",3,1947,1211
"Exile, The","0039360",1,1947,1235
"Odd Man Out","0039677",2,1947,1278
"Good News","0039431",2,1947,1679
"Shocking Miss Pilgrim, The","0039819",3,1947,1681
"Egg and I, The","0039349",3,1947,2287
"Paradine Case, The","0039694",2,1947,2330
"Ghost and Mrs. Muir, The","0039420",3,1947,3047
"Gunfighters","0039441",2,1947,3112
"Crossfire","0039286",2,1947,4411
"Calendar Girl","0039236",2,1947,5779
"Build My Gallows High","0039689",2,1947,6550
"Nada","0039650",3,1947,7432
"Fun &amp; Fancy Free","0039404",1,1947,8053
"Body and Soul","0039204",3,1947,8619
"Dishonored Lady","0039324",3,1947,8646
"Unfinished Dance, The","0039938",3,1947,8729
"Lady from Shanghai, The","0040525",0,1947,8756
"Miracle on 34th Street","0039628",3,1947,8989
"Gentleman&#39;s Agreement","0039416",1,1947,9598
"Voice of the Turtle, The","0039969",3,1947,10350
"Dark Passage","0039302",2,1947,10523
"Monsieur Verdoux","0039631",3,1947,10635
"Fado, a Singer&#39;s Story","0040336",3,1947,11910
"Red River","0040724",0,1948,1320
"Red Shoes, The","0040725",3,1948,1229
"Hamlet","0040416",1,1948,1232
"Bonnie Prince Charlie","0040183",2,1948,1236
"Enchantment","0040321",3,1948,1241
"Anna Karenina","0040098",2,1948,1262
"Command Decision","0040242",0,1948,1354
"Rudolph the Red-Nosed Reindeer","0156031",0,1948,1601
"Easter Parade","0040308",3,1948,1677
"Rope","0040746",0,1948,2040
"Snake Pit, The","0040806",3,1948,2098
"Casbah","0040214",1,1948,2256
"Fuller Brush Man, The","0040379",1,1948,2300
"Mr. Blandings Builds His Dream House","0040613",3,1948,2445
"Treasure of the Sierra Madre, The","0040897",0,1948,3239
"I Remember Mama","0040458",3,1948,4390
"Act of Violence","0041088",2,1948,4944
"Call Northside 777","0040202",1,1948,5115
"Joan of Arc","0040491",3,1948,6363
"Bicycle Thieves","0040522",2,1948,6517
"Melody Time","0040580",1,1948,8054
"Macbeth","0040558",1,1948,8264
"It Happened in Europe","0039949",0,1948,8559
"Abbott and Costello Meet Frankenstein","0040068",3,1948,10163
"Naked City, The","0040636",1,1948,10359
"Key Largo","0040506",3,1948,10524
"Brighton Rock","0039220",3,1948,10599
"Spring in a Small Town - &amp;#26149;&amp;#20043;&amp;#22478;&amp;#23567;","0189219",3,1948,10667
"Make Mine Freedom","0151467",0,1948,11489
"Third Man, The","0041959",0,1949,611
"Barkleys of Broadway, The","0041158",3,1949,1684
"On the Town","0041716",3,1949,1690
"Adam&#39;s Rib","0041090",3,1949,1716
"Pinky","0041746",3,1949,1736
"Caught","0040221",3,1949,1841
"Set-Up, The","0041859",0,1949,1986
"Little Women","0041594",3,1949,2232
"Mighty Joe Young","0041650",0,1949,2651
"Man on the Eiffel Tower, The","0041628",2,1949,2849
"Late Spring","0041154",3,1949,3539
"A Letter to Three Wives","0041587",3,1949,3967
"Kind Hearts and Coronets","0041546",1,1949,4008
"Fountainhead, The","0041386",1,1949,4554
"Heiress, The","0041452",3,1949,6358
"I Was a Male War Bride","0041498",2,1949,7018
"Adventures of Ichabod and Mr. Toad, The","0041094",0,1949,7059
"Under Capricorn","0042004",3,1949,7341
"All the King&#39;s Men","0041113",1,1949,9597
"Tarzan&#39;s Magic Fountain","0041947",0,1949,9702
"Jour de Fete","0040497",0,1949,9982
"Flame of My Love","0042031",3,1949,10135
"Flamingo Road","0041373",3,1949,10174
"Come to the Stable","0041257",3,1949,10420
"All About Eve","0042192",3,1950,139
"Sunset Blvd.","0043014",3,1950,608
"Cinderella","0042332",3,1950,1057
"Rashomon","0042876",0,1950,1402
"Summer Stock","0043012",3,1950,1678
"Asphalt Jungle, The","0042208",1,1950,2099
"Harvey","0042546",2,1950,2596
"Orpheus","0041719",2,1950,3295
"Born Yesterday","0042276",3,1950,3990
"Flying Saucer, The","0042469",1,1950,4031
"In a Lonely Place","0042593",2,1950,4417
"Odette","0043871",3,1950,4521
"No Way Out","0042792",3,1950,5232
"D.O.A.","0042369",1,1950,5350
"Stage Fright","0042994",3,1950,6233
"Scandal","0042958",3,1950,7144
"Les enfants terribles","0042436",3,1950,7836
"Three Secrets","0043045",3,1950,8363
"Tarzan and the Slave Girl","0043025",0,1950,9700
"Caged","0042296",3,1950,10059
"Panic in the Streets","0042832",0,1950,10181
"Gun Crazy","0042530",3,1950,10663
"Winchester &#39;73","0043137",1,1950,10799
"Treasure Island","0043067",0,1950,11823
"Ace In The Hole","0043338",2,1951,871
"Strangers on a Train","0044079",2,1951,1417
"Alice in Wonderland","0043274",3,1951,1207
"African Queen, The","0043265",0,1951,1491
"Day the Earth Stood Still, The","0043456",3,1951,1916
"A Streetcar Named Desire","0044081",3,1951,2930
"Show Boat","0044030",3,1951,2977
"Diary of a Country Priest","0042619",1,1951,2989
"An American in Paris","0043278",1,1951,3389
"Early Summer","0043313",3,1951,3222
"Thing from Another World, The","0044121",1,1951,3293
"Bellissima","0043332",3,1951,3825
"Take Care of My Little Girl","0044100",3,1951,4510
"Quo Vadis","0043949",3,1951,5092
"Cause for Alarm!","0043390",3,1951,5739
"Westward the Women","0044205",3,1951,6498
"Idiot, The","0043614",3,1951,7157
"Surcos","0044092",3,1951,7435
"Tarzan&#39;s Peril","0043695",1,1951,9703
"Singin&#39; in the Rain","0045152",3,1952,612
"Magic Box, The","0043769",2,1952,1243
"Big Sky, The","0044419",0,1952,1465
"Lovely to Look at","0044855",3,1952,1689
"High Noon","0044706",2,1952,2704
"Quiet Man, The","0045061",1,1952,2737
"Clash by Night","0044502",3,1952,3403
"Forbidden Games","0043686",3,1952,5972
"Limelight","0044837",1,1952,6917
"Snows of Kilimanjaro, The","0045162",1,1952,6941
"Ikiru","0044741",1,1952,7162
"Bad and the Beautiful, The","0044391",2,1952,7323
"Europe &#39;51","0043511",3,1952,8241
"Greatest Show on Earth, The","0044672",2,1952,9596
"Tarzan&#39;s Savage Fury","0045220",0,1952,9701
"Parasakthi","0215033",2,1952,9955
"Story of Robin Hood and His Merrie Men, The","0045197",3,1952,9975
"Sound Barrier, The","0044446",3,1952,10402
"Ivanhoe","0044760",2,1952,10526
"Julius Caesar","0045943",1,1953,1272
"Peter Pan","0046183",3,1953,1118
"Le Salaire de la Peur","0046268",1,1953,1444
"Roman holiday","0046250",3,1953,1554
"Mogambo","0046085",2,1953,1362
"Tokyo Story","0046438",3,1953,1630
"Band Wagon, The","0045537",1,1953,1692
"Stalag 17","0046359",0,1953,1883
"War of the Worlds, The","0046534",1,1953,2375
"Calamity Jane","0045591",3,1953,2427
"Gentlemen Prefer Blondes","0045810",3,1953,2547
"Cruel Sea, The","0045659",3,1953,2553
"Miss Sadie Thompson","0046076",3,1953,3124
"Salome","0046269",3,1953,3125
"Shane","0046303",1,1953,3303
"Mesa of Lost Women","0046066",1,1953,3958
"From Here to Eternity","0045793",3,1953,4071
"Hitch-Hiker, The","0045877",0,1953,4301
"I Confess","0045897",1,1953,4616
"Big Heat, The","0045555",3,1953,4854
"How to Marry a Millionaire","0045891",3,1953,4909
"Fear and Desire","0045758",0,1953,5366
"Pickup on South Street","0046187",3,1953,5736
"Mr. Hulot&#39;s Holiday","0046487",3,1953,5937
"Ugetsu","0046478",2,1953,5973
"Summer with Monika","0046345",3,1953,5998
"Glen or Glenda","0045826",0,1953,6797
"Wild One, The","0047677",1,1953,7693
"Beast from 20,000 Fathoms, The","0045546",1,1953,7900
"Inferno","0045911",0,1953,8011
"5,000 Fingers of Dr. T., The","0045464",0,1953,8466
"It Came from Outer Space","0045920",2,1953,8634
"earrings of Madame de..., The","0046022",3,1953,9004
"House of Wax","0045888",3,1953,9290
"Tarzan and the She-Devil","0046404",1,1953,9704
"Cat Women of the Moon","0045609",3,1953,10171
"Man Between, The","0046031",3,1953,10654
"Naked Spur, The","0044953",0,1953,11188
"Phffft","0047349",2,1954,586
"Touchez pas au grisbi","0046451",1,1954,657
"Seven Brides for Seven Brothers","0047472",3,1954,1351
"White Christmas","0047673",3,1954,1391
"Johnny Guitar","0047136",2,1954,1694
"On the Waterfront","0047296",0,1954,1812
"20000 Leagues Under the Sea","0046672",0,1954,1965
"Rear Window","0047396",3,1954,2132
"Them!","0047573",1,1954,2158
"Sabrina","0047437",3,1954,2294
"Hobson&#39;s Choice","0047094",3,1954,2426
"Knock on Wood","0047152",1,1954,2746
"Dial M for Murder","0046912",0,1954,3337
"Shichinin no samurai","0047478",0,1954,3600
"A Star Is Born","0047522",1,1954,3674
"Executive Suite","0046963",2,1954,3925
"Journey to Italy","0046511",3,1954,3954
"Glenn Miller Story, The","0047030",2,1954,3993
"Three Coins in the Fountain","0047580",3,1954,4048
"Late Chrysanthemuns","0046750",3,1954,4710
"Creature from the Black Lagoon","0046876",0,1954,4883
"Attila","0046731",2,1954,5124
"Salt of the Earth","0047443",3,1954,5356
"Gojira","0047034",1,1954,5505
"Animal Farm","0047834",0,1954,7346
"Uwasa no onna","0047638",3,1954,7580
"Comicos","0045665",3,1954,7610
"An American in Rome","0046705",1,1954,8109
"Carmen Jones","0046828",3,1954,8441
"Miseria e nobilta","0047238",3,1954,9054
"Jail Bait","0047127",3,1954,9176
"Caine Mutiny, The","0046816",1,1954,9567
"Senso","0047469",1,1954,10286
"Silver Lode","0047495",2,1954,11187
"To Catch a Thief","0048728",3,1955,782
"Night of the Hunter, The","0048424",3,1955,878
"Lady and the Tramp","0048280",2,1955,1170
"Daddy Long Legs","0047969",3,1955,1693
"Sommarnattens leende (Smiles of a Summer Night)","0048641",2,1955,1735
"Ladykillers, The","0048281",3,1955,1827
"Guys and Dolls","0048140",3,1955,2115
"Diabolique","0046911",3,1955,2344
"Dam Busters, The","0046889",1,1955,2552
"Rebel Without a Cause","0048545",1,1955,2926
"Fast and the Furious, The","0046969",3,1955,3158
"Big Combo, The","0047878",2,1955,3339
"Rififi","0048021",1,1955,3404
"We&#39;re No Angels","0048801",3,1955,3739
"Bride of the Monster","0047898",3,1955,4073
"Tarantula","0048696",0,1955,4108
"Marty","0048356",3,1955,4442
"Oklahoma!","0048445",3,1955,4754
"Seven Year Itch, The","0048605",1,1955,4896
"Summertime","0048673",3,1955,5165
"Killer&#39;s Kiss","0048254",1,1955,5403
"Pather Panchali","0048473",3,1955,5471
"Godzilla Raids Again","0048127",2,1955,6055
"This Island Earth","0047577",0,1955,6468
"Glass Slipper, The","0048124",3,1955,6481
"My Sister Eileen","0048401",3,1955,6615
"Prisoner, The","0048512",0,1955,7262
"Trouble with Harry, The","0048750",2,1955,7360
"Prodigal, The","0048517",3,1955,7797
"Les grandes manoeuvres","0048133",3,1955,7878
"Not as a Stranger","0048432",2,1955,8014
"Le amiche","0047821",3,1955,10340
"All That Heaven Allows","0047811",3,1955,10342
"Lola Mont&egrave;s","0048308",3,1955,10354
"Bad Day at Black Rock","0047849",0,1955,10527
"Richard III","0049674",3,1955,10662
"School for Love","0048103",3,1955,10781
"Man from Laramie, The","0048342",2,1955,11179
"Byl jednou jeden kr&aacute;l","0184316",3,1955,11789
"Searchers, The","0049730",3,1956,357
"Spanish Gardener, The","0049787",2,1956,1559
"Bad Seed, The","0048977",3,1956,1216
"King and I, The","0049408",2,1956,1092
"Iron Petticoat, The","0049369",1,1956,1545
"Wrong Man, The","0051207",1,1956,2219
"Forbidden Planet","0049223",0,1956,2306
"Gunslinger","0049287",3,1956,2647
"Invasion of the Body Snatchers","0049366",3,1956,2698
"Court Jester, The","0049096",2,1956,2730
"War and Peace","0049934",3,1956,2861
"Bigger Than Life","0049010",0,1956,2904
"Ten Commandments, The","0049833",2,1956,3076
"...And God Created Woman","0049189",3,1956,3409
"Around the World in Eighty Days","0048960",0,1956,3981
"Proud and Profane, The","0049640",3,1956,4245
"Indestructible Man","0049363",1,1956,4402
"Bus Stop","0049038",3,1956,4670
"Killing, The","0049406",1,1956,5414
"Aparajito","0048956",3,1956,5470
"Un condamne a mort s&#39;est echappe ou Le vent souffle ou il veut","0049902",0,1956,5555
"Rodan","0049782",1,1956,6064
"Man Who Never Was, The","0049471",3,1956,6308
"High Society","0049314",3,1956,6641
"Calle mayor [Main Street]","0049043",3,1956,7394
"Man Who Knew Too Much, The","0049470",2,1956,7442
"Flowing","0049537",3,1956,8314
"Unguarded Moment, The","0049904",1,1956,8358
"Eyewitness","0049196",3,1956,8398
"Sissi - The Young Empress","0049762",3,1956,8872
"La banda degli onesti","0048981",2,1956,9055
"Captain from Kopenick, The","0049293",1,1956,9719
"Le coup du berger","0049095",3,1956,9993
"Autumn Leaves","0048967",3,1956,10346
"Baby Doll","0048973",3,1956,10348
"Yield to the Night","0049019",3,1956,10623
"Love Me Tender","0049452",2,1956,10760
"Her Bridal Night","0049483",3,1956,10780
"It Conquered the World","0049370",3,1956,11091
"7 Men from Now","0049743",1,1956,11190
"Giant","0049261",3,1956,11461
"12 Angry Men","0050083",0,1957,302
"True Story of Jesse James, The","0051114",2,1957,965
"Desk Set","0050307",3,1957,993
"Cranes Are Flying, The","0050634",3,1957,1015
"Incredible Shrinking Man, The","0050539",0,1957,1291
"Paths of Glory","0050825",0,1957,1274
"Old Yeller","0050798",1,1957,1121
"Three Faces of Eve","0051077",0,1957,1660
"Funny Face","0050419",3,1957,1747
"Nights of Cabiria","0050783",3,1957,1765
"Kanal","0050585",1,1957,1800
"Enemy Below, The","0050356",0,1957,1989
"Seventh Seal, The","0050976",1,1957,2043
"Night of the Demon","0050766",3,1957,2160
"Sweet Smell of Success","0051036",1,1957,2301
"Fire Down Below","0050397",0,1957,2420
"Heaven Knows, Mr. Allison","0050490",0,1957,2429
"Smultronst&auml;llet (Wild Strawberries)","0050986",2,1957,2520
"Sayonara","0050933",2,1957,2578
"Tammy and the Bachelor","0051051",3,1957,2895
"Bridge on the River Kwai, The","0050212",1,1957,2981
"Prince and the Showgirl, The","0050861",3,1957,3007
"An Affair to Remember","0050105",2,1957,3429
"Oedipus Rex","0050792",1,1957,3994
"A Face in the Crowd","0050371",1,1957,4552
"Sorority Girl","0050998",3,1957,4559
"Witness for the Prosecution","0051201",1,1957,4933
"Mysterians, The","0050251",3,1957,6624
"Kiss Them for Me","0050599",2,1957,7017
"Forty Guns","0050407",2,1957,7136
"Throne of Blood","0050613",0,1957,7165
"Amanecer en Puerta Oscura","0050116",3,1957,7420
"El vampiro","0051151",3,1957,8321
"Island in the Sun","0050549",3,1957,8685
"Kronos","0050610",0,1957,8736
"Danger stalks near","0050421",3,1957,9006
"La Parisienne","0051133",2,1957,10475
"Guns of Fort Petticoat, The","0050470",2,1957,10594
"Vertigo","0052357",1,1958,609
"M&auml;dchen in Uniform","0051964",3,1958,1572
"Fabulous World of Jules Verne, The","0052374",0,1958,1247
"Vikings, The","0052365",2,1958,1255
"Run Silent Run Deep","0052151",0,1958,1363
"Teacher&#39;s Pet","0052278",1,1958,1364
"Fly, The","0051622",2,1958,2281
"Day the Sky Exploded, The","0051951",1,1958,2373
"Dracula (Horror of Dracula)","0051554",3,1958,2476
"Wild Women of Wongo, The","0052394",3,1958,2585
"Screaming Skull, The","0052169",2,1958,2763
"Mon Oncle","0050706",3,1958,2823
"Touch of Evil","0052311",1,1958,3146
"Gigi","0051658",2,1958,3056
"Defiant Ones, The","0051525",0,1958,3238
"Auntie Mame","0051383",3,1958,3321
"Separate Tables","0052182",3,1958,3926
"South Pacific","0052225",3,1958,3977
"Indiscreet","0051773",3,1958,4211
"I Bury the Living","0051755",1,1958,4410
"Inn of the Sixth Happiness, The","0051776",3,1958,4849
"Cat on a Hot Tin Roof","0051459",3,1958,6012
"Love Is My Profession","0051579",3,1958,6938
"Blood of the Vampire","0051422",0,1958,7054
"Hidden Fortress, The","0051808",0,1958,7135
"It! The Terror from Beyond Space","0051786",1,1958,7606
"Brink of Life","0052017",3,1958,8344
"I Want To Live!","0051758",3,1958,8450
"Marjorie Morningstar","0051911",3,1958,10341
"Some Came Running","0052218",2,1958,10521
"Female, The","0051608",2,1958,10562
"King Creole","0051818",1,1958,10570
"Night Heaven Fell, The","0050193",3,1958,10789
"Damn Yankees","0051516",2,1958,11495
"400 Blows, The","0053198",0,1959,236
"Sleeping Beauty","53285",3,1959,474
"Ben-Hur","0052618",3,1959,1419
"Journey to the Center of the Earth","0052948",1,1959,1256
"Nun&#39;s Story, The","0053131",3,1959,1555
"Darby O&#39;Gill and the Little People","0052722",3,1959,1591
"Some Like It Hot","0053291",3,1959,2023
"Imitation of Life","0052918",3,1959,2095
"North By Northwest","0053125",1,1959,2228
"Suddenly, Last Summer","0053318",3,1959,2645
"Giant Gila Monster, The","0052846",3,1959,2796
"Araya","0051372",3,1959,3119
"Tingler, The","0053363",1,1959,3166
"Come Dance with Me!","0053428",3,1959,3442
"Good Morning (Ohay&ocirc;)","0053134",3,1959,3525
"Great War, The","0052861",1,1959,3608
"Ghost of Dragstrip Hollow","0052844",3,1959,4050
"A Bucket of Blood","0052655",2,1959,4065
"Anatomy of a Murder","0052561",1,1959,4199
"House on Haunted Hill","0051744",3,1959,4373
"Wasp Woman, The","0054462",3,1959,4392
"Bat, The","0052602",3,1959,4523
"Gidget","0052847",3,1959,6405
"Battle in Outer Space","0053388",1,1959,6645
"Apur Sansar","0052572",0,1959,6833
"Rio Bravo","0053221",1,1959,6901
"Pillow Talk","0053172",3,1959,8392
"World, The Flesh and The Devil, The","0053454",0,1959,8677
"Plan 9 from Outer Space","0052077",1,1959,9161
"Night of the Ghouls","0156843",1,1959,9169
"Sleeping Beauty","0053285",3,1959,9209
"Bridge, The","0052654",3,1959,9379
"Babette Goes to War","0052595",3,1959,10782
"Ballada o soldate","0052600",1,1959,10966
"Ride Lonesome","0053220",0,1959,11186
"On the Beach","0053137",1,1959,11373
"Where the Boys Are","0054469",2,1960,590
"Les yeux sans visage","0053459",3,1960,656
"A bout de souffle","0053472",0,1960,799
"Magnificent Seven, The","0054047",0,1960,1295
"Spartacus","0054331",2,1960,1273
"Inherit the Wind","0053946",3,1960,1712
"Apartment, The","0053604",3,1960,1995
"Psycho","0054215",3,1960,2039
"Exodus","0053804",3,1960,2144
"Let&#39;s Make Love","0054022",2,1960,2546
"Late Autumn","0053579",3,1960,2808
"Body in the Web","0054333",3,1960,2950
"Rocco and His Brothers","0054248",2,1960,2988
"Black Sunday","0054067",3,1960,3286
"Testament of Orpheus","0054377",1,1960,3294
"Jigoku (Hell or The Sinners of Hell)","0154683",3,1960,3328
"City of the Dead, The","0053719",3,1960,3634
"Zazie dans le metro","0054494",3,1960,3827
"Make Mine Mink","0054049",3,1960,4117
"Truth, The","0054452",3,1960,5122
"Story of Ruth, The","0054343",3,1960,5123
"Virgin Spring, The","0053976",3,1960,5380
"Wild River","0054476",3,1960,6146
"La Dolce Vita","0053779",2,1960,6080
"La ciociara","0054749",3,1960,6756
"Peeping Tom","0054167",2,1960,6796
